rtt_mean,rtt_var,rssi_mean,rssi_var,gmm_mean_1,gmm_mean_2,gmm_var_1,gmm_var_2,gmm_weight_1,gmm_weight_2,label
1.01,0.5199,32.0,0.0,2.0,0.7144296563201245,1e-06,0.29514374551122513,0.2299137850627609,0.770086214937239,1
1.045,0.6129749999999999,32.0,0.0,1.356954915814129,0.0,0.37265342961829145,1e-06,0.770106646743701,0.22989335325629892,1
1.13,0.6230999999999999,32.0,0.0,0.782416597087553,2.0824433824820705,0.32248817678820163,0.20863432066949772,0.7326336604618741,0.2673663395381259,1
1.065,0.5807749999999999,32.0,0.0,2.13693351948368,0.7249116817209238,0.13475460806181458,0.24207139822718943,0.24085202451112298,0.759147975488877,1
1.025,0.634375,32.0,0.0,0.7314628970375313,2.0606182965250475,0.32650154377110907,0.3440797756436514,0.7791551664495752,0.22084483355042483,1
0.995,0.5949749999999999,32.0,0.0,0.7850349612054593,1.9589208933535134,0.38310284125092986,0.4361236357446936,0.8211367620614269,0.17886323793857303,1
1.09,0.6419000000000001,32.0,0.0,1.3883345158668718,0.0,0.40340181704019856,1e-06,0.7851133768862667,0.21488662311373335,1
1.03,0.5390999999999999,32.0,0.0,0.732216231614682,2.0,0.3270758085880728,1e-06,0.7651147018828116,0.23488529811718842,1
1.01,0.5399,32.0,0.0,0.0,1.3030693643267777,1e-06,0.3146728241785242,0.2249069561068152,0.7750930438931848,1
1.1,0.58,32.0,0.0,0.7876385477265568,2.0777531624656125,0.28363183239378853,0.24628150205328647,0.7578808512787668,0.2421191487212331,1
1.02,0.6496000000000001,32.0,0.0,1.3597830041709298,0.0,0.4039649825961853,1e-06,0.7501196859140781,0.24988031408592198,1
1.08,0.5836000000000001,32.0,0.0,1.3583200368264408,0.0,0.35594921870977086,1e-06,0.7950998076442252,0.2049001923557749,1
1.08,0.6236,32.0,0.0,1.82360136268019,0.8383769970870695,0.6092020319110514,0.39022687625217417,0.24524667816905776,0.7547533218309422,1
1.035,0.613775,32.0,0.0,0.7632495425182403,2.0350133570487623,0.3562570696185085,0.2896380192313125,0.7863200270546493,0.21367997294535074,1
1.005,0.584975,32.0,0.0,0.8093492201637176,1.935332771188589,0.388230413259208,0.4729752551779971,0.8262401083406592,0.17375989165934075,1
1.07,0.5851,32.0,0.0,0.8730537816210199,1.7235820149872292,0.4043908077480593,0.6289124875778969,0.7684424682770263,0.23155753172297372,1
0.975,0.644375,32.0,0.0,0.0,1.2577186616902227,1e-06,0.4756435017755449,0.22478688621053203,0.775213113789468,1
1.01,0.46990000000000004,32.0,0.0,0.7460647882578815,2.074504605356382,0.21851044332618874,0.06968014656772856,0.8013194061597833,0.19868059384021675,1
1.005,0.494975,32.0,0.0,1.2720103459067242,0.0,0.28684199392577675,1e-06,0.7900879133837605,0.2099120866162395,1
1.055,0.7719749999999999,32.0,0.0,0.7935678394274606,1.8272671114952244,0.5543571695624883,0.6165271683099395,0.747090698777816,0.2529093012221839,1
1.01,0.5999,32.0,0.0,0.7105527254621545,2.082001450355912,0.2791966268080858,0.27780643633760393,0.7816562375957289,0.21834376240427106,1
1.01,0.6599,32.0,0.0,0.8748492119654245,1.697880491267299,0.4957635070782734,0.9291687185149822,0.8357890016656285,0.1642109983343714,1
1.105,0.6739750000000001,32.0,0.0,0.0,1.4074262083593916,1e-06,0.43279288869373533,0.21487890914858315,0.7851210908514169,1
1.12,0.6256,32.0,0.0,2.190739035557968,0.7531006136468797,0.20376850477431954,0.24267744770000135,0.2552097806800335,0.7447902193199665,1
1.085,0.567775,32.0,0.0,0.7318745979909552,2.0943953057241176,0.2543019973319001,0.08850730775271462,0.7408293319838459,0.25917066801615407,1
1.03,0.5490999999999999,32.0,0.0,0.9102018480091326,1.7945383683137528,0.4270478650981084,0.6519212160377713,0.8645332978563388,0.13546670214366113,1
1.08,0.6136,32.0,0.0,1.3497784420794645,0.0,0.4027339970210964,1e-06,0.8001313151335827,0.19986868486641732,1
1.125,0.599375,32.0,0.0,0.7919387522006329,1.9338140535178874,0.29481380754383785,0.41541746170256044,0.7083208232850359,0.2916791767149642,1
1.035,0.5937749999999999,32.0,0.0,0.0,1.3439778507167384,1e-06,0.35577586184887483,0.229898022911584,0.770101977088416,1
1.095,0.5859749999999999,32.0,0.0,1.3772051393246134,0.0,0.34834003955525555,1e-06,0.7950885229320245,0.20491147706797552,1
1.105,0.633975,32.0,0.0,1.7696253477491313,0.8342597138695408,0.683145057914414,0.36070544385420145,0.2894486138083964,0.7105513861916035,1
0.985,0.6147750000000001,32.0,0.0,0.0,1.2789369371835566,1e-06,0.4223061284090022,0.2298291093467499,0.7701708906532502,1
1.14,0.5904,32.0,0.0,2.134069191718046,0.7489590043263271,0.1312053271159809,0.22940178173854447,0.28231760854350224,0.7176823914564977,1
1.055,0.5919749999999999,32.0,0.0,0.7146325459983073,2.1187304880836773,0.26700693536698494,0.11400101354335436,0.7575899488206804,0.24241005117931952,1
1.01,0.6498999999999999,32.0,0.0,1.3114002946595766,0.0,0.4485852098217201,1e-06,0.7701691116839224,0.22983088831607754,1
1.1,0.68,32.0,0.0,1.4100392346754607,0.0,0.43449413261822206,1e-06,0.7801201363401628,0.21987986365983725,1
1.115,0.581775,32.0,0.0,0.7550495336202204,2.126994528311096,0.2510184967759721,0.1232941881066058,0.7376349141017265,0.26236508589827345,1
1.06,0.5364,32.0,0.0,0.760444528354142,2.0695493277658934,0.26078679654397013,0.1436585963447045,0.7711753315850158,0.22882466841498417,1
0.995,0.6049749999999999,32.0,0.0,0.7289629762520133,2.110618315529757,0.28636853283520447,0.3996468980578615,0.807450515200805,0.192549484799195,1
1.055,0.5319750000000001,32.0,0.0,0.748536984939954,2.0,0.3209680906781578,1e-06,0.7551162028984596,0.24488379710154043,1
1.095,0.6159749999999999,32.0,0.0,0.0,1.360030968886763,1e-06,0.40461467100178533,0.19487127495611462,0.8051287250438853,1
1.095,0.515975,32.0,0.0,2.0504726755528946,0.742737799329012,0.04797797879458952,0.22785122732434068,0.2693682084002813,0.7306317915997187,1
1.105,0.633975,32.0,0.0,0.7658461618645044,2.0791867767667256,0.33165038163782357,0.22293819755347333,0.7417624687098063,0.2582375312901937,1
1.04,0.6183999999999998,32.0,0.0,0.7064304235500811,2.1208053708926666,0.3013255943889509,0.1170992427409694,0.764157603981427,0.23584239601857307,1
0.995,0.6149749999999999,32.0,0.0,0.0,1.3353723780485407,1e-06,0.3708244931187607,0.25488948524302074,0.7451105147569792,1
1.095,0.6159749999999999,32.0,0.0,0.7433684294386982,2.181942008329126,0.24666956971181267,0.1939073989147697,0.7555692835450808,0.2444307164549192,1
1.06,0.5464,32.0,0.0,1.350196177839557,0.0,0.3041671464343027,1e-06,0.7850711010722178,0.2149288989277822,1
1.035,0.5837749999999999,32.0,0.0,0.7180209642494598,2.0860711383199866,0.26330480268450296,0.20850874701048694,0.7682986766432742,0.23170132335672572,1
1.055,0.5719749999999999,32.0,0.0,1.3524157436697584,0.0,0.33099211417326874,1e-06,0.7800855653582347,0.21991443464176533,1
1.11,0.6279,32.0,0.0,0.7487527742424067,2.194320756301155,0.24560079642140314,0.20795507008093383,0.7501001473184895,0.24989985268151046,1
1.08,0.6236,32.0,0.0,0.7920114164763458,1.8281522648530482,0.39080893738849026,0.4531696453170093,0.7220565293079227,0.27794347069207725,1
1.095,0.635975,32.0,0.0,0.725641324533523,2.0,0.4248417649414749,1e-06,0.7101611323583822,0.2898388676416178,1
1.005,0.6149749999999999,32.0,0.0,0.0,1.3309151684880696,1e-06,0.3806430767690818,0.24488049742367288,0.7551195025763271,1
1.015,0.6147750000000001,32.0,0.0,1.344176841308592,0.0,0.3716831207208242,1e-06,0.7551089773365469,0.24489102266345303,1
1.08,0.5936,32.0,0.0,3.407254040656767,1.0259336458059725,0.30367076744187016,0.4715872959582525,0.022704359443163336,0.9772956405568367,1
1.025,0.564375,32.0,0.0,0.7001752298894178,2.0,0.3301842867172616,1e-06,0.7501011077955159,0.24989889220448408,1
1.13,0.6030999999999999,32.0,0.0,1.3948915714913825,0.0,0.3749830652015914,1e-06,0.8100988084628201,0.18990119153718,1
0.98,0.5496,32.0,0.0,1.2642987100670509,0.0,0.34960186580569697,1e-06,0.7751332752273608,0.22486672477263928,1
1.055,0.6819749999999999,32.0,0.0,0.0,1.3788409411607803,1e-06,0.44478869630928114,0.23486461091600147,0.7651353890839985,1
0.99,0.5999000000000001,32.0,0.0,1.3024023837607488,0.0,0.38233061293793763,1e-06,0.760133743875167,0.23986625612483306,1
1.05,0.5175,32.0,0.0,0.0,1.3290024231914717,1e-06,0.2842144406466092,0.20993372045287495,0.790066279547125,1
1.07,0.6351,32.0,0.0,0.7697451182635426,2.0475765577865728,0.35778917053826576,0.2888009950935747,0.7650277865689936,0.23497221343100644,1
1.065,0.610775,32.0,0.0,0.0,1.3652006964575456,1e-06,0.3731061948410512,0.21989491892035573,0.7801050810796443,1
1.085,0.657775,32.0,0.0,1.353496579072791,-0.12673393749659223,0.37847186637068797,0.12463923624836966,0.8186116445598862,0.18138835544011378,1
1.06,0.5764,32.0,0.0,1.3501573515851968,0.0,0.3424228218989688,1e-06,0.7850936772335989,0.2149063227664011,1
1.065,0.640775,32.0,0.0,0.7997567098590408,1.8505340230842058,0.3874599080943069,0.5655655749455973,0.7475742131062542,0.2524257868937458,1
1.055,0.591975,32.0,0.0,0.7340273582472968,2.0861515926208996,0.2664913186769156,0.24337784132758133,0.7626160129424798,0.23738398705752026,1
1.04,0.5683999999999999,32.0,0.0,0.7023652597040791,2.079534488512746,0.26387725014564906,0.07437604390377138,0.7548342402422158,0.24516575975778418,1
1.06,0.6264,32.0,0.0,0.7268676567767193,2.0844868299254835,0.30174082439087985,0.23397028441511167,0.7546201837657922,0.24537981623420785,1
1.01,0.7698999999999998,32.0,0.0,1.783332251015712,0.7874430803638727,0.6749604982057593,0.575581855604978,0.223475589648653,0.776524410351347,1
1.065,0.570775,32.0,0.0,2.07887870167361,0.7261066060893605,0.15425554011037884,0.2515542602210697,0.2505177294955032,0.7494822705044968,1
1.03,0.5291,32.0,0.0,0.0,1.3289194937717617,1e-06,0.28541280926476587,0.22493423805783958,0.7750657619421604,1
1.045,0.6029749999999998,32.0,0.0,0.8275214309667636,1.752407856192107,0.40444454361371635,0.5944813253523111,0.7648591620530615,0.23514083794693855,1
0.995,0.524975,32.0,0.0,0.0,1.3090950574568516,1e-06,0.27951636878036573,0.23993296412487872,0.7600670358751213,1
1.06,0.5564,32.0,0.0,2.102208298350663,0.7340127729431183,0.09628772168069026,0.25430331247557975,0.2382607025116375,0.7617392974883624,1
1.065,0.6507749999999999,32.0,0.0,1.8771652127093228,0.7766549342135772,0.5186597502099293,0.3803548570401116,0.2620103341338644,0.7379896658661357,1
1.12,0.6456000000000001,32.0,0.0,1.0106235878079297,2.9999999999999996,0.46557047091319603,1e-06,0.9450197501479622,0.05498024985203772,1
1.08,0.6036,32.0,0.0,0.7117549458860328,2.1102040736891228,0.2669493561609165,0.10473121405998746,0.7366761172839634,0.26332388271603663,1
1.005,0.564975,32.0,0.0,2.0,0.7079933229186409,1e-06,0.34988596030835467,0.22988014098525836,0.7701198590147416,1
1.04,0.5284,32.0,0.0,0.7372316014778137,2.087396623034597,0.24873469986944124,0.08171996833991103,0.7757545235669909,0.224245476433009,1
1.375,0.924375,40.0,0.0,0.7735123238590562,2.0975791063965374,0.3139510483360405,0.7009486406717051,0.5457270856170614,0.4542729143829387,2
1.255,0.6399750000000002,40.525,0.4693750000000001,0.7934207945498937,2.142240252360537,0.22198468861539866,0.24670537526129716,0.6577902233117813,0.3422097766882187,2
1.32,0.7375999999999999,40.005,0.004975000000000001,0.8177777720010749,2.0937005614084465,0.25532157392006405,0.49339641572445,0.6063850946402535,0.39361490535974647,2
1.36,0.7103999999999999,40.01,0.009900000000000003,0.8280320353107599,2.0888203051813625,0.2242326176333134,0.4575857028480669,0.5780671684518152,0.42193283154818484,2
1.35,0.6875,40.0,0.0,1.5788051843234958,0.0,0.442783347473235,1e-06,0.8550769996226381,0.14492300037736192,2
1.31,0.8439,40.0,0.0,0.0,1.5685983892842557,1e-06,0.6048526706674314,0.16485952749336452,0.8351404725066355,2
1.235,0.7097749999999999,40.02,0.019600000000000006,1.136736294832603,3.283651181185967,0.519260547703759,0.28345831754843726,0.9542302744314645,0.04576972556853565,2
1.315,0.6757749999999999,40.0,0.0,0.8256640729894478,2.011497475517418,0.24589394189738464,0.4617196961308809,0.5873485044632885,0.4126514955367116,2
1.295,0.7779750000000001,40.0,0.0,0.7891238614470482,2.072496439530752,0.29582213270516206,0.5211953485210917,0.605822855192753,0.39417714480724697,2
1.38,0.8556,40.0,0.0,3.031181951626226,1.2135655310149585,0.9222170857666627,0.5463722632506887,0.09156743254392036,0.9084325674560797,2
1.355,0.738975,39.975,1.0043749999999998,0.8068573905787191,2.1571300921225522,0.2390902255799649,0.3873945927290684,0.5940504397411239,0.40594956025887613,2
1.355,0.9189750000000001,40.01,0.009900000000000003,0.7317768215487109,2.1821427704766325,0.30032181237643935,0.5403950895519631,0.5702993586467185,0.42970064135328156,2
1.32,0.6775999999999999,40.005,0.004975,2.1138269181359464,0.8181941604342529,0.36628674180807624,0.2242375786476149,0.3873056130935553,0.6126943869064447,2
1.415,0.9127749999999999,39.94,0.5464000000000001,1.216708262994425,3.2198078765441545,0.5053024705359568,1.006300688039907,0.9010075506658506,0.09899244933414941,2
1.35,0.6475,41.0,0.0,1.2065950005805217,3.0000000000000004,0.44659335535639827,1e-06,0.9200375824390487,0.07996241756095131,2
1.29,0.7159,40.575,0.25437499999999996,2.167125347882216,0.7752796746077322,0.2919608990886575,0.2482689927101835,0.3698113485393312,0.6301886514606688,2
1.355,0.8889750000000001,40.0,0.0,0.7393663860503349,2.2001943130900607,0.2893466221089619,0.4775148769980915,0.5785721216343339,0.4214278783656661,2
1.26,0.7023999999999999,41.0,0.0,1.1291171688910602,3.0,0.5103690989493535,1e-06,0.9300422084522735,0.06995779154772643,2
1.205,0.7929749999999999,39.555,0.24697500000000006,0.8050975754121357,1.997314457415831,0.3215158557996795,0.7824549093160788,0.664572419142591,0.3354275808574089,2
1.26,0.9124000000000001,39.265,0.194775,0.0,1.5649185128271887,1e-06,0.6560280974710334,0.19484625578128184,0.8051537442187181,2
1.35,0.8375,40.0,0.0,1.1916883316795877,2.983316801009808,0.5763387619999218,0.6056402005535074,0.9116381152507619,0.08836188474923819,2
1.4,0.9800000000000001,40.005,0.004975000000000002,0.9349518839336239,1.9832761807386288,0.34163857528762176,1.1691901774455826,0.5563890701725519,0.4436109298274482,2
1.3,0.81,40.125,0.109375,2.222192014721823,0.768319409484749,0.4144939757453239,0.26503077719970175,0.36569957271362935,0.6343004272863707,2
